UtilityKey,Company,UltimatePa,TotalRetai,TotalRet01,TotalRet02,AvgRevPerU,AvgUltCust,AvgResiden,AvgCommeri,AvgIndustr,UtilitySta,layer,path
4062656,"City of Rock Hill, South Carolina",,104421,40367,842549,2586.79,12.39,12.53,12.59,10.8,SC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060178,"City of Gastonia, North Carolina",,80029,30102,719961,2658.59,11.12,12.81,10.74,7.91,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059177,"City of Cherryville, North Carolina",,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059549,Dallas Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060889,Kings Mountain City of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062313,Pineville Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061555,"City of Monroe, North Carolina",,58233,11634,669338,5005.42,8.7,13.11,10.99,6.59,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061806,Newton City of NC,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061093,Lincolnton City of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061245,Maiden Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060293,Granite Falls Town of NC,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059452,"City of Cornelius, North Carolina",,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063207,Statesville City of,,44494,14342,450270,3102.36,9.88,10.77,10.7,7.77,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061071,Lexington City of NC,,46212,19555,387049,2363.18,11.94,12.09,12.15,9.56,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061007,Landis Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060506,"City of High Point, North Carolina",,124160,43313,1173238,2866.58,10.58,11.7,10.31,8.88,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059368,"City of Columbus, Ohio",,90371,17453,841593,5177.96,10.74,11.69,14.56,9.9,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062041,Olive Hill City of,,0,0,0,0,0,0,0,0,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060235,"City of Glasgow, Kentucky",,27865,7553,226189,3689.26,12.32,13.77,11.98,8.85,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058623,Bardstown City of,,17958,4682,185461,3835.54,9.68,10.49,10.11,9.02,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060108,"City of Frankfort, Kentucky",,62465,21171,640759,2950.5,9.75,10.52,10.22,9.07,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058621,Barbourville City of,,0,0,0,0,0,0,0,0,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060773,Jellico City of,,15007,4445,175487,3376.15,8.55,12.29,7.19,0,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060773,Jellico City of,,15007,4445,175487,3376.15,8.55,12.29,7.19,0,TN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059445,City Utilities Commission,,0,0,0,0,0,0,0,0,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4144924,Berea City Municipal Utilities,,10141,5354,121833,1894.1,8.32,8.97,8.67,7.19,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061814,"City of Nicholasville, Kentucky",,0,0,0,0,0,0,0,0,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062178,Paris City of KY,,0,0,0,0,0,0,0,0,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062829,Scottsburg City of,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062623,Rising Sun City of,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060318,"City of Greendale, Indiana",,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061035,Lawrenceburg Municipal Utilities,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059777,Edinburgh Municipal Utilities,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058625,Bargersville Town of,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062242,Pendleton Town of,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060324,"City of Greenfield, Indiana",,34476,12097,350797,2849.96,9.83,11.46,10.07,8.57,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058465,"City of Anderson, Indiana",,86964,34777,868441,2500.62,10.01,11.9,10.3,7.61,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060379,Hagerstown City of,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059700,Dublin Municipal Electric Utility,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059716,Dunreith Town of,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060912,Knightstown Town of,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061070,Lewisville City of,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063125,Spiceland Town of,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063244,Straughn Town of,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061459,Middletown Town of IN,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059093,Centerville Town of,,0,0,0,0,0,0,0,0,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062609,Richmond City of,,86173,21268,870577,4051.77,9.9,11.48,11.85,8.67,IN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059974,Falmouth City of,,0,0,0,0,0,0,0,0,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4064031,Williamstown Utility Comm,,0,0,0,0,0,0,0,0,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058721,Bethel Village of,,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060385,Hamersville Village of,,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062620,Ripley Village of OH,,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063709,Vanceburg City of,,0,0,0,0,0,0,0,0,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060208,Georgetown Village of,,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060386,"City of Hamilton, Ohio",,77300,29601,590473,2611.4,13.09,15.93,10.86,11.54,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058772,Blanchester Village of,"Ohio Plan Risk Management, Inc. (OPRM)",0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061046,"City of Lebanon, Ohio",,32499,9761,351622,3329.47,9.24,11.97,10.41,8.21,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063422,Tipp City City of,,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059805,Eldorado Village of OH,,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058502,Arcanum Village of,,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062322,Piqua City of,,29936,10851,291843,2758.82,10.26,12.35,10.08,8.79,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063039,South Vienna Corporation,,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4064144,Yellow Springs Village of,,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058872,"City of Bristol, Tennessee",,94195,34124,878586,2760.37,10.72,10.78,12.02,7.07,TN,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058873,Bvu Authority,,47644,16393,448048,2906.36,10.63,11.02,11.79,7.05,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058694,Benham City of,,0,0,0,0,0,0,0,0,KY,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062608,Richlands Town of,,0,0,0,0,0,0,0,0,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062520,Radford City of,,0,0,0,0,0,0,0,0,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063763,Virginia Tech Electric Service,,32771,6755,313469,4851.37,10.45,12.31,10.11,8.7,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062744,"City of Salem, Virginia",,41166,13462,354276,3057.94,11.62,12.37,12.53,10.17,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060739,"City of Jackson, Ohio",,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4082744,Obetz Village of - OH,,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063969,"City of Westerville, Ohio",,55539,17932,475178,3097.2,11.69,13.27,11.81,8.35,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060249,Glouster Village of,,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062288,Philippi Municipal Electric,,0,0,0,0,0,0,0,0,WV,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061762,New Martinsville City of,,0,0,0,0,0,0,0,0,WV,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4064105,Woodsfield City of,,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063153,"City of Saint Clairsville, Ohio",,0,0,0,0,0,0,0,0,OH,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059771,Edenton Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060205,"City of Georgetown, South Carolina",,0,0,0,0,0,0,0,0,SC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063084,Southport City of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058698,Benson Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060002,Fayetteville Public Works Commission,,199577,84306,2005540,2367.29,9.95,11.05,10.51,6.52,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061192,Lumberton City of,,31152,11517,249919,2704.87,12.46,13.54,12.39,9.23,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061029,Laurinburg City of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058696,"City of Bennettsville, South Carolina",,0,0,0,0,0,0,0,0,SC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062552,Red Springs Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059259,Clayton Town of NC,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058483,Apex Town of,,41793,27178,352556,1537.75,11.85,11.9,11.75,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062852,Selma Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062971,Smithfield Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061158,Louisburg Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063791,Wake Forest Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060947,La Grange Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060898,Kinston City of,,45867,11881,432367,3860.53,10.61,13.07,11.53,8.14,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4082556,New Bern City of,,50501,23911,449877,2112.04,11.23,12.2,10.25,7.69,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058587,Ayden Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060331,Greenville Utilities Commission,,173615,72148,1761366,2406.37,9.86,10.97,9.73,7.03,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060527,Hobgood Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062668,"City of Rocky Mount, North Carolina",,74527,28992,683635,2570.61,10.9,12.02,11.12,8.02,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063323,Tarboro Town of,,23028,6391,220107,3603.19,10.46,12.55,11.33,8.38,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4064066,Winterville City of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058755,Black Creek Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4064038,"City of Wilson, North Carolina",,121614,35857,1240415,3391.64,9.8,11.52,11.29,7.5,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060133,Fremont Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061185,Lucama Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062304,Pikeville Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063194,Stantonsburg Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062883,Sharpsburg Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059994,Farmville Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060566,Hookerton Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063800,Walstonburg Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060093,Fountain Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061222,MacClesfield Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062310,Pinetops Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062825,"Scotland Neck, Town Of",,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059879,Enfield Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063833,"City of Washington, North Carolina",,33283,14054,261295,2368.22,12.74,12.98,12.81,10.86,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4062641,Robersonville City of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058683,Belhaven Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060388,Hamilton Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061984,Oak City Town of NC,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4064052,Windsor Town of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059822,Elizabeth City City of,,33149,13180,298037,2515.1,11.12,12.35,9.87,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060494,Hertford City of,,0,0,0,0,0,0,0,0,NC,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058715,Berlin City of,,0,0,0,0,0,0,0,0,MD,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058678,"City of Bedford, Virginia",,20344,6876,170896,2958.7,11.9,12.81,12.48,9.88,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059559,"City of Danville, Virginia",,114388,41776,894100,2738.13,12.79,15.36,11.05,8.45,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058766,Blackstone Town of,,0,0,0,0,0,0,0,0,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060112,Franklin City of VA,,0,0,0,0,0,0,0,0,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063795,Wakefield Town of VA,,0,0,0,0,0,0,0,0,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060140,Front Royal Town of,,0,0,0,0,0,0,0,0,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059836,Elkton Town of,,0,0,0,0,0,0,0,0,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060424,"City of Harrisonburg, Virginia",,73870,21575,712222,3423.87,10.37,11.35,10.38,8.75,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4058714,Berlin Borough of,,0,0,0,0,0,0,0,0,PA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060568,Hooversville Borough Electric Light Company,,0,0,0,0,0,0,0,0,PA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059522,Culpeper Town of,,0,0,0,0,0,0,0,0,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061254,"City of Manassas, Virginia",,43047,16209,396148,2655.75,10.87,11.75,10.7,7.71,VA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4063410,Thurmont Municipal Light Company,,0,0,0,0,0,0,0,0,MD,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4064030,Williamsport Town of,,0,0,0,0,0,0,0,0,MD,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060378,Hagerstown Light Department,,24007,17532,314410,1369.32,7.64,7.7,7.84,7.16,MD,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4059151,Chambersburg Borough of,,28331,11466,316011,2470.87,8.97,9.94,9.39,7.6,PA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4061562,Mont Alto Borough of,,0,0,0,0,0,0,0,0,PA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
4060255,Goldsboro Borough of,,0,0,0,0,0,0,0,0,PA,Electric Territory Municipalities,/Users/bill/Local/Sanya/Electric Territory Municipalities (1)/|layername=Electric Territory Municipalities
